catalogCode,brand,name,variant,sizeValue,sizeUnit,categorySlug,unit,barcode,ivaRate,priceInputMode,priceTotal,synonyms,tags,imageKey,source
MX-CAN-MMS-CHOCOLATE-49G-CACAHUATE,M&M's,Chocolate,Cacahuate,49,G,candy,PIECE,,0.16,INCLUDES_IVA,16.50,m&m's 49g|m&m's 49|chocolate cacahuate 49g|chocolate cacahuate 49|m&m's chocolate cacahuate,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-MMS-CHOCOLATE-1PIECE,M&M's,Chocolate,,1,PIECE,candy,PIECE,,0.16,INCLUDES_IVA,15.00,m&m's 1piece|m&m's 1|chocolate 1piece|chocolate 1|m&m's chocolate,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-MMS-CHOCOLATE-40G,M&M's,Chocolate,,40,G,candy,PIECE,,0.16,INCLUDES_IVA,15.50,m&m's 40g|m&m's 40|chocolate 40g|chocolate 40|m&m's chocolate,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-MMS-CHOCOLATE-43G,M&M's,Chocolate,,43,G,candy,PIECE,,0.16,INCLUDES_IVA,16.00,m&m's 43g|m&m's 43|chocolate 43g|chocolate 43|m&m's chocolate,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-MMS-CHOCOLATE-49G,M&M's,Chocolate,,49,G,candy,PIECE,,0.16,INCLUDES_IVA,16.50,m&m's 49g|m&m's 49|chocolate 49g|chocolate 49|m&m's chocolate,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-NUTELLA-CREMADEAVELLANA-1PIECE,Nutella,Crema de avellana,,1,PIECE,candy,PIECE,,0.16,INCLUDES_IVA,15.00,nutella 1piece|nutella 1|crema de avellana 1piece|crema de avellana 1|nutella crema de avellana,candy|crema,,CURATED_MX_V4_PLUS
MX-CAN-NUTELLA-CREMADEAVELLANA-40G,Nutella,Crema de avellana,,40,G,candy,PIECE,,0.16,INCLUDES_IVA,15.50,nutella 40g|nutella 40|crema de avellana 40g|crema de avellana 40|nutella crema de avellana,candy|crema,,CURATED_MX_V4_PLUS
MX-CAN-NUTELLA-CREMADEAVELLANA-43G,Nutella,Crema de avellana,,43,G,candy,PIECE,,0.16,INCLUDES_IVA,16.00,nutella 43g|nutella 43|crema de avellana 43g|crema de avellana 43|nutella crema de avellana,candy|crema,,CURATED_MX_V4_PLUS
MX-CAN-NUTELLA-CREMADEAVELLANA-49G,Nutella,Crema de avellana,,49,G,candy,PIECE,,0.16,INCLUDES_IVA,16.50,nutella 49g|nutella 49|crema de avellana 49g|crema de avellana 49|nutella crema de avellana,candy|crema,,CURATED_MX_V4_PLUS
MX-CAN-FERRERO-CHOCOLATE-1PIECE-FERREROROCHER,Ferrero,Chocolate,Ferrero Rocher,1,PIECE,candy,PIECE,,0.16,INCLUDES_IVA,15.00,ferrero 1piece|ferrero 1|chocolate ferrero rocher 1piece|chocolate ferrero rocher 1|ferrero chocolate ferrero rocher,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-FERRERO-CHOCOLATE-40G-FERREROROCHER,Ferrero,Chocolate,Ferrero Rocher,40,G,candy,PIECE,,0.16,INCLUDES_IVA,15.50,ferrero 40g|ferrero 40|chocolate ferrero rocher 40g|chocolate ferrero rocher 40|ferrero chocolate ferrero rocher,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-FERRERO-CHOCOLATE-43G-FERREROROCHER,Ferrero,Chocolate,Ferrero Rocher,43,G,candy,PIECE,,0.16,INCLUDES_IVA,16.00,ferrero 43g|ferrero 43|chocolate ferrero rocher 43g|chocolate ferrero rocher 43|ferrero chocolate ferrero rocher,candy|chocolate,,CURATED_MX_V4_PLUS
MX-CAN-FERRERO-CHOCOLATE-49G-FERREROROCHER,Ferrero,Chocolate,Ferrero Rocher,49,G,candy,PIECE,,0.16,INCLUDES_IVA,16.50,ferrero 49g|ferrero 49|chocolate ferrero rocher 49g|chocolate ferrero rocher 49|ferrero chocolate ferrero rocher,candy|chocolate,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-ARROZ-200G,Verde Valle,Arroz,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,verde valle 200g|verde 200|arroz 200g|arroz 200|verde arroz,grocery|arroz,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-ARROZ-400G,Verde Valle,Arroz,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,verde valle 400g|verde 400|arroz 400g|arroz 400|verde arroz,grocery|arroz,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-ARROZ-500G,Verde Valle,Arroz,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,verde valle 500g|verde 500|arroz 500g|arroz 500|verde arroz,grocery|arroz,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-ARROZ-900G,Verde Valle,Arroz,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,verde valle 900g|verde 900|arroz 900g|arroz 900|verde arroz,grocery|arroz,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-ARROZ-1KG,Verde Valle,Arroz,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,verde valle 1kg|verde 1|arroz 1kg|arroz 1|verde arroz,grocery|arroz,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-ARROZ-2KG,Verde Valle,Arroz,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,verde valle 2kg|verde 2|arroz 2kg|arroz 2|verde arroz,grocery|arroz,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-200G-NEGRO,Verde Valle,Frijol,Negro,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,verde valle 200g|verde 200|frijol negro 200g|frijol negro 200|verde frijol negro,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-400G-NEGRO,Verde Valle,Frijol,Negro,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,verde valle 400g|verde 400|frijol negro 400g|frijol negro 400|verde frijol negro,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-500G-NEGRO,Verde Valle,Frijol,Negro,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,verde valle 500g|verde 500|frijol negro 500g|frijol negro 500|verde frijol negro,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-900G-NEGRO,Verde Valle,Frijol,Negro,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,verde valle 900g|verde 900|frijol negro 900g|frijol negro 900|verde frijol negro,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-1KG-NEGRO,Verde Valle,Frijol,Negro,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,verde valle 1kg|verde 1|frijol negro 1kg|frijol negro 1|verde frijol negro,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-2KG-NEGRO,Verde Valle,Frijol,Negro,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,verde valle 2kg|verde 2|frijol negro 2kg|frijol negro 2|verde frijol negro,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-200G-BAYO,Verde Valle,Frijol,Bayo,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,verde valle 200g|verde 200|frijol bayo 200g|frijol bayo 200|verde frijol bayo,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-400G-BAYO,Verde Valle,Frijol,Bayo,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,verde valle 400g|verde 400|frijol bayo 400g|frijol bayo 400|verde frijol bayo,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-500G-BAYO,Verde Valle,Frijol,Bayo,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,verde valle 500g|verde 500|frijol bayo 500g|frijol bayo 500|verde frijol bayo,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-900G-BAYO,Verde Valle,Frijol,Bayo,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,verde valle 900g|verde 900|frijol bayo 900g|frijol bayo 900|verde frijol bayo,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-1KG-BAYO,Verde Valle,Frijol,Bayo,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,verde valle 1kg|verde 1|frijol bayo 1kg|frijol bayo 1|verde frijol bayo,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-FRIJOL-2KG-BAYO,Verde Valle,Frijol,Bayo,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,verde valle 2kg|verde 2|frijol bayo 2kg|frijol bayo 2|verde frijol bayo,grocery|frijol,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-LENTEJA-200G,Verde Valle,Lenteja,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,verde valle 200g|verde 200|lenteja 200g|lenteja 200|verde lenteja,grocery|lenteja,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-LENTEJA-400G,Verde Valle,Lenteja,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,verde valle 400g|verde 400|lenteja 400g|lenteja 400|verde lenteja,grocery|lenteja,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-LENTEJA-500G,Verde Valle,Lenteja,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,verde valle 500g|verde 500|lenteja 500g|lenteja 500|verde lenteja,grocery|lenteja,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-LENTEJA-900G,Verde Valle,Lenteja,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,verde valle 900g|verde 900|lenteja 900g|lenteja 900|verde lenteja,grocery|lenteja,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-LENTEJA-1KG,Verde Valle,Lenteja,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,verde valle 1kg|verde 1|lenteja 1kg|lenteja 1|verde lenteja,grocery|lenteja,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-LENTEJA-2KG,Verde Valle,Lenteja,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,verde valle 2kg|verde 2|lenteja 2kg|lenteja 2|verde lenteja,grocery|lenteja,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-GARBANZO-200G,Verde Valle,Garbanzo,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,verde valle 200g|verde 200|garbanzo 200g|garbanzo 200|verde garbanzo,grocery|garbanzo,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-GARBANZO-400G,Verde Valle,Garbanzo,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,verde valle 400g|verde 400|garbanzo 400g|garbanzo 400|verde garbanzo,grocery|garbanzo,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-GARBANZO-500G,Verde Valle,Garbanzo,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,verde valle 500g|verde 500|garbanzo 500g|garbanzo 500|verde garbanzo,grocery|garbanzo,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-GARBANZO-900G,Verde Valle,Garbanzo,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,verde valle 900g|verde 900|garbanzo 900g|garbanzo 900|verde garbanzo,grocery|garbanzo,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-GARBANZO-1KG,Verde Valle,Garbanzo,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,verde valle 1kg|verde 1|garbanzo 1kg|garbanzo 1|verde garbanzo,grocery|garbanzo,,CURATED_MX_V4_PLUS
MX-GRO-VERDEVALLE-GARBANZO-2KG,Verde Valle,Garbanzo,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,verde valle 2kg|verde 2|garbanzo 2kg|garbanzo 2|verde garbanzo,grocery|garbanzo,,CURATED_MX_V4_PLUS
MX-GRO-ZULKA-AZCAR-200G,Zulka,Azúcar,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,zulka 200g|zulka 200|azúcar 200g|azúcar 200|zulka azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-ZULKA-AZCAR-400G,Zulka,Azúcar,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,zulka 400g|zulka 400|azúcar 400g|azúcar 400|zulka azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-ZULKA-AZCAR-500G,Zulka,Azúcar,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,zulka 500g|zulka 500|azúcar 500g|azúcar 500|zulka azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-ZULKA-AZCAR-900G,Zulka,Azúcar,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,zulka 900g|zulka 900|azúcar 900g|azúcar 900|zulka azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-ZULKA-AZCAR-1KG,Zulka,Azúcar,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,zulka 1kg|zulka 1|azúcar 1kg|azúcar 1|zulka azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-ZULKA-AZCAR-2KG,Zulka,Azúcar,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,zulka 2kg|zulka 2|azúcar 2kg|azúcar 2|zulka azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-SAL-200G,La Corona,Sal,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,la corona 200g|la 200|sal 200g|sal 200|la sal,grocery|sal,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-SAL-400G,La Corona,Sal,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,la corona 400g|la 400|sal 400g|sal 400|la sal,grocery|sal,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-SAL-500G,La Corona,Sal,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,la corona 500g|la 500|sal 500g|sal 500|la sal,grocery|sal,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-SAL-900G,La Corona,Sal,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,la corona 900g|la 900|sal 900g|sal 900|la sal,grocery|sal,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-SAL-1KG,La Corona,Sal,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,la corona 1kg|la 1|sal 1kg|sal 1|la sal,grocery|sal,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-SAL-2KG,La Corona,Sal,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,la corona 2kg|la 2|sal 2kg|sal 2|la sal,grocery|sal,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-AZCAR-200G,La Corona,Azúcar,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,la corona 200g|la 200|azúcar 200g|azúcar 200|la azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-AZCAR-400G,La Corona,Azúcar,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,la corona 400g|la 400|azúcar 400g|azúcar 400|la azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-AZCAR-500G,La Corona,Azúcar,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,la corona 500g|la 500|azúcar 500g|azúcar 500|la azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-AZCAR-900G,La Corona,Azúcar,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,la corona 900g|la 900|azúcar 900g|azúcar 900|la azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-AZCAR-1KG,La Corona,Azúcar,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,la corona 1kg|la 1|azúcar 1kg|azúcar 1|la azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-LACORONA-AZCAR-2KG,La Corona,Azúcar,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,la corona 2kg|la 2|azúcar 2kg|azúcar 2|la azúcar,grocery|az-car,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINADEMAZ-200G,Maseca,Harina de maíz,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,maseca 200g|maseca 200|harina de maíz 200g|harina de maíz 200|maseca harina de maíz,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINADEMAZ-400G,Maseca,Harina de maíz,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,maseca 400g|maseca 400|harina de maíz 400g|harina de maíz 400|maseca harina de maíz,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINADEMAZ-500G,Maseca,Harina de maíz,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,maseca 500g|maseca 500|harina de maíz 500g|harina de maíz 500|maseca harina de maíz,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINADEMAZ-900G,Maseca,Harina de maíz,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,maseca 900g|maseca 900|harina de maíz 900g|harina de maíz 900|maseca harina de maíz,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINADEMAZ-1KG,Maseca,Harina de maíz,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,maseca 1kg|maseca 1|harina de maíz 1kg|harina de maíz 1|maseca harina de maíz,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINADEMAZ-2KG,Maseca,Harina de maíz,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,maseca 2kg|maseca 2|harina de maíz 2kg|harina de maíz 2|maseca harina de maíz,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINA-200G-NIXTAMALIZADA,Maseca,Harina,Nixtamalizada,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,maseca 200g|maseca 200|harina nixtamalizada 200g|harina nixtamalizada 200|maseca harina nixtamalizada,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINA-400G-NIXTAMALIZADA,Maseca,Harina,Nixtamalizada,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,maseca 400g|maseca 400|harina nixtamalizada 400g|harina nixtamalizada 400|maseca harina nixtamalizada,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINA-500G-NIXTAMALIZADA,Maseca,Harina,Nixtamalizada,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,maseca 500g|maseca 500|harina nixtamalizada 500g|harina nixtamalizada 500|maseca harina nixtamalizada,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINA-900G-NIXTAMALIZADA,Maseca,Harina,Nixtamalizada,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,maseca 900g|maseca 900|harina nixtamalizada 900g|harina nixtamalizada 900|maseca harina nixtamalizada,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINA-1KG-NIXTAMALIZADA,Maseca,Harina,Nixtamalizada,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,maseca 1kg|maseca 1|harina nixtamalizada 1kg|harina nixtamalizada 1|maseca harina nixtamalizada,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-MASECA-HARINA-2KG-NIXTAMALIZADA,Maseca,Harina,Nixtamalizada,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,maseca 2kg|maseca 2|harina nixtamalizada 2kg|harina nixtamalizada 2|maseca harina nixtamalizada,grocery|harina,,CURATED_MX_V4_PLUS
MX-GRO-PRIMAVERA-ACEITEVEGETAL-200G,Primavera,Aceite vegetal,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,primavera 200g|primavera 200|aceite vegetal 200g|aceite vegetal 200|primavera aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-PRIMAVERA-ACEITEVEGETAL-400G,Primavera,Aceite vegetal,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,primavera 400g|primavera 400|aceite vegetal 400g|aceite vegetal 400|primavera aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-PRIMAVERA-ACEITEVEGETAL-500G,Primavera,Aceite vegetal,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,primavera 500g|primavera 500|aceite vegetal 500g|aceite vegetal 500|primavera aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-PRIMAVERA-ACEITEVEGETAL-900G,Primavera,Aceite vegetal,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,primavera 900g|primavera 900|aceite vegetal 900g|aceite vegetal 900|primavera aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-PRIMAVERA-ACEITEVEGETAL-1KG,Primavera,Aceite vegetal,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,primavera 1kg|primavera 1|aceite vegetal 1kg|aceite vegetal 1|primavera aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-PRIMAVERA-ACEITEVEGETAL-2KG,Primavera,Aceite vegetal,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,primavera 2kg|primavera 2|aceite vegetal 2kg|aceite vegetal 2|primavera aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-CAPULLO-ACEITEVEGETAL-200G,Capullo,Aceite vegetal,,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,capullo 200g|capullo 200|aceite vegetal 200g|aceite vegetal 200|capullo aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-CAPULLO-ACEITEVEGETAL-400G,Capullo,Aceite vegetal,,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,capullo 400g|capullo 400|aceite vegetal 400g|aceite vegetal 400|capullo aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-CAPULLO-ACEITEVEGETAL-500G,Capullo,Aceite vegetal,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,capullo 500g|capullo 500|aceite vegetal 500g|aceite vegetal 500|capullo aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-CAPULLO-ACEITEVEGETAL-900G,Capullo,Aceite vegetal,,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,capullo 900g|capullo 900|aceite vegetal 900g|aceite vegetal 900|capullo aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-CAPULLO-ACEITEVEGETAL-1KG,Capullo,Aceite vegetal,,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,capullo 1kg|capullo 1|aceite vegetal 1kg|aceite vegetal 1|capullo aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-CAPULLO-ACEITEVEGETAL-2KG,Capullo,Aceite vegetal,,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,capullo 2kg|capullo 2|aceite vegetal 2kg|aceite vegetal 2|capullo aceite vegetal,grocery|aceite,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-200G-SPAGHETTI,Barilla,Pasta,Spaghetti,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,barilla 200g|barilla 200|pasta spaghetti 200g|pasta spaghetti 200|barilla pasta spaghetti,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-400G-SPAGHETTI,Barilla,Pasta,Spaghetti,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,barilla 400g|barilla 400|pasta spaghetti 400g|pasta spaghetti 400|barilla pasta spaghetti,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-500G-SPAGHETTI,Barilla,Pasta,Spaghetti,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,barilla 500g|barilla 500|pasta spaghetti 500g|pasta spaghetti 500|barilla pasta spaghetti,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-900G-SPAGHETTI,Barilla,Pasta,Spaghetti,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,barilla 900g|barilla 900|pasta spaghetti 900g|pasta spaghetti 900|barilla pasta spaghetti,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-1KG-SPAGHETTI,Barilla,Pasta,Spaghetti,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,barilla 1kg|barilla 1|pasta spaghetti 1kg|pasta spaghetti 1|barilla pasta spaghetti,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-2KG-SPAGHETTI,Barilla,Pasta,Spaghetti,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,barilla 2kg|barilla 2|pasta spaghetti 2kg|pasta spaghetti 2|barilla pasta spaghetti,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-200G-FUSILLI,Barilla,Pasta,Fusilli,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,barilla 200g|barilla 200|pasta fusilli 200g|pasta fusilli 200|barilla pasta fusilli,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-400G-FUSILLI,Barilla,Pasta,Fusilli,400,G,grocery,PIECE,,0.16,INCLUDES_IVA,48.00,barilla 400g|barilla 400|pasta fusilli 400g|pasta fusilli 400|barilla pasta fusilli,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-500G-FUSILLI,Barilla,Pasta,Fusilli,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,57.00,barilla 500g|barilla 500|pasta fusilli 500g|pasta fusilli 500|barilla pasta fusilli,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-900G-FUSILLI,Barilla,Pasta,Fusilli,900,G,grocery,PIECE,,0.16,INCLUDES_IVA,93.00,barilla 900g|barilla 900|pasta fusilli 900g|pasta fusilli 900|barilla pasta fusilli,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-1KG-FUSILLI,Barilla,Pasta,Fusilli,1,KG,grocery,KG,,0.16,INCLUDES_IVA,55.00,barilla 1kg|barilla 1|pasta fusilli 1kg|pasta fusilli 1|barilla pasta fusilli,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-2KG-FUSILLI,Barilla,Pasta,Fusilli,2,KG,grocery,KG,,0.16,INCLUDES_IVA,85.00,barilla 2kg|barilla 2|pasta fusilli 2kg|pasta fusilli 2|barilla pasta fusilli,grocery|pasta,,CURATED_MX_V4_PLUS
MX-GRO-BARILLA-PASTA-200G-PENNE,Barilla,Pasta,Penne,200,G,grocery,PIECE,,0.16,INCLUDES_IVA,30.00,barilla 200g|barilla 200|pasta penne 200g|pasta penne 200|barilla pasta penne,grocery|pasta,,CURATED_MX_V4_PLUS
